Customer Group;Customer ID;VIN;Engine;Roaming flag;Rental ID;Rental Usage Type;Begin Time;End Time;Revenue;Distance (km);Drives;Reservation minutes;Fuel before the drive (%);Fuel after the drive (%);Start latitude;Start longitude;End latitude;End longitude
Customer;792887;WBY1Z21010V307859;I3;No;9339038906;Private;01.06.2016 05:44:53;01.06.2016 05:55:45;0.00;5;1;1;73;69;55.676951;12.577214;55.699358;12.600287
Customer;871137;WBY1Z21040V308214;I3;No;9339038920;Private;01.06.2016 05:47:31;01.06.2016 05:57:45;4.30;3;1;14;94;92;55.660410;12.624426;55.651895;12.627731
Customer;1046602;WBY1Z21090V307835;I3;No;9339039035;Private;01.06.2016 06:06:51;01.06.2016 06:28:05;9.46;14;1;1;56;47;55.698159;12.502165;55.631658;12.645146
Customer;798222;WBY1Z21030V308043;I3;No;9339039081;Private;01.06.2016 05:35:50;01.06.2016 05:42:01;1.29;2;1;9;54;51;55.687953;12.545697;55.669814;12.570243
Customer;1090083;WBY1Z21080V307793;I3;No;9339039087;Private;01.06.2016 05:37:21;01.06.2016 05:58:10;10.11;12;1;4;93;85;55.706326;12.586473;55.631638;12.645159
Customer;830692;WBY1Z21050V307993;I3;No;9339039116;Private;01.06.2016 05:46:34;01.06.2016 05:56:16;4.30;6;1;1;43;38;55.651914;12.551291;55.675244;12.513293
Customer;1030014;WBY1Z21080V307826;I3;No;9339039151;Business;01.06.2016 05:53:11;01.06.2016 06:17:23;10.76;13;1;12;44;35;55.695492;12.551163;55.631631;12.645163
Customer;818198;WBY1Z21050V307976;I3;No;9339039184;Private;01.06.2016 06:00:54;01.06.2016 08:42:10;38.72;20;1;6;75;55;55.696884;12.579486;55.622205;12.586501
Customer;1090083;WBY1Z21080V307793;I3;No;9339039292;Private;01.06.2016 06:15:09;01.06.2016 06:40:40;12.26;12;1;3;85;78;55.631638;12.645159;55.701299;12.581312
Customer;813309;WBY1Z21070V308062;I3;No;9339039435;Private;01.06.2016 06:20:27;01.06.2016 06:52:10;4.84;14;1;8;79;69;55.708342;12.585474;55.631935;12.644979
Customer;831847;WBY1Z21090V307818;I3;No;9339039496;Private;01.06.2016 06:29:58;01.06.2016 06:38:54;3.87;4;1;1;97;93;55.649934;12.598289;55.631698;12.645123
Customer;867582;WBY1Z21040V308035;I3;Yes;9339039507;Business;01.06.2016 06:30:49;01.06.2016 06:50:22;8.60;11;1;13;80;72;55.657430;12.568124;55.631601;12.645181
Customer;821790;WBY1Z21020V308101;I3;No;9339039557;Private;01.06.2016 06:35:54;01.06.2016 06:43:01;3.44;4;1;1;21;18;55.632467;12.575375;55.654053;12.591837
Customer;826417;WBY1Z21080V308250;I3;No;9339039875;Private;01.06.2016 06:45:35;01.06.2016 07:00:47;6.88;6;1;14;85;81;55.684384;12.533292;55.667411;12.614209
Customer;1050975;WBY1Z21030V307930;I3;No;9339039898;Private;01.06.2016 06:47:48;01.06.2016 07:02:37;6.45;3;1;11;48;45;55.665081;12.599856;55.685549;12.586576
Customer;823647;WBY1Z21060V308098;I3;No;9339039926;Private;01.06.2016 06:50:47;01.06.2016 07:10:50;11.72;13;1;5;86;77;55.657417;12.568129;55.648352;12.462171
Customer;1065560;WBY1Z21060V307775;I3;No;9339040001;Private;01.06.2016 06:51:05;01.06.2016 07:00:14;4.30;3;1;2;53;50;55.697289;12.594412;55.698207;12.567111
Customer;997115;WBY1Z210X0V308069;I3;No;9339040051;Private;01.06.2016 06:55:07;01.06.2016 07:07:12;5.59;2;1;1;61;58;55.662689;12.606464;55.662735;12.606441
Customer;858230;WBY1Z21000V307738;I3;No;9339040131;Private;01.06.2016 07:01:53;01.06.2016 07:15:25;6.02;6;1;5;98;92;55.691990;12.514394;55.662813;12.575956
Customer;1044058;WBY1Z21050V308139;I3;No;9339040249;Private;01.06.2016 06:53:25;01.06.2016 07:02:56;4.30;5;1;9;84;81;55.702764;12.527041;55.680567;12.568275
Customer;1060459;WBY1Z21030V307832;I3;No;9339040345;Private;01.06.2016 07:00:49;01.06.2016 07:14:29;6.02;5;1;14;34;32;55.684393;12.556325;55.678101;12.495090
Customer;809608;WBY1Z21060V307999;I3;No;9339040423;Private;01.06.2016 07:05:32;01.06.2016 07:19:01;6.02;8;1;14;93;86;55.662408;12.573124;55.621665;12.606673
Customer;830314;WBY1Z21080V307955;I3;No;9339040601;Private;01.06.2016 07:13:09;01.06.2016 07:24:18;0.00;4;1;4;16;99;55.667971;12.558243;55.684769;12.531711
Customer;1045638;WBY1Z21040V308231;I3;No;9339040770;Private;01.06.2016 07:23:16;01.06.2016 10:58:12;10.22;6;1;11;95;90;55.652923;12.599195;55.640088;12.540176
Customer;804980;WBY1Z21050V307833;I3;No;9339040920;Private;01.06.2016 07:18:38;01.06.2016 07:28:17;4.30;3;1;11;56;53;55.665428;12.554291;55.665718;12.579207
Customer;811285;WBY1Z21030V307961;I3;No;9339040950;Private;01.06.2016 07:19:57;01.06.2016 07:42:41;9.90;9;1;1;94;87;55.704083;12.556235;55.639974;12.578925
Customer;997115;WBY1Z210X0V308069;I3;No;9339040951;Private;01.06.2016 07:19:57;01.06.2016 07:40:09;9.03;0;1;1;58;57;55.662735;12.606441;55.662668;12.606485
Customer;817797;WBY1Z21070V307798;I3;No;9339041021;Private;01.06.2016 07:24:06;01.06.2016 07:37:23;6.02;3;1;5;58;54;55.685120;12.536042;55.677253;12.577028
Customer;834615;WBY1Z210X0V308105;I3;No;9339041320;Private;01.06.2016 07:36:40;01.06.2016 07:56:03;0.00;12;1;8;19;99;55.705158;12.577410;55.782470;12.519579
Customer;834529;WBY1Z21020V307949;I3;No;9339041351;Private;01.06.2016 07:38:01;01.06.2016 08:01:33;10.33;5;1;8;87;83;55.665347;12.538803;55.666311;12.540761
Customer;1055839;WBY1Z21060V307839;I3;No;9339041519;Private;01.06.2016 07:33:32;01.06.2016 07:43:37;0.00;5;1;1;56;52;55.649248;12.541398;55.653948;12.589958
Customer;812375;WBY1Z21040V307810;I3;No;9339041590;Private;01.06.2016 07:36:14;01.06.2016 07:58:01;9.46;6;1;6;70;65;55.706577;12.536744;55.666660;12.583699
Customer;804449;WBY1Z21020V308261;I3;No;9339041669;Private;01.06.2016 07:40:24;01.06.2016 08:02:23;12.15;13;1;2;85;74;55.629613;12.580927;55.648385;12.462516
Customer;1034720;WBY1Z21090V308273;I3;No;9339041687;Private;01.06.2016 07:41:08;01.06.2016 08:06:23;11.19;6;1;4;51;45;55.643074;12.608815;55.683299;12.584887
Customer;1071076;WBY1Z21070V307834;I3;No;9339041878;Private;01.06.2016 07:43:19;01.06.2016 08:33:55;20.44;20;1;15;35;35;55.632451;12.575523;55.646443;12.504819
Customer;870361;WBY1Z21080V307793;I3;No;9339041882;Private;01.06.2016 07:43:19;01.06.2016 08:00:48;7.42;4;1;8;78;75;55.701299;12.581312;55.686232;12.595061
Customer;791981;WBY1Z21030V307877;I3;No;9339041957;Private;01.06.2016 07:46:44;01.06.2016 08:20:47;15.06;8;1;7;100;93;55.697066;12.517567;55.676755;12.598127
Customer;794258;WBY1Z21000V308226;I3;No;9339041993;Private;01.06.2016 07:31:29;01.06.2016 07:33:29;0.27;0;1;2;0;0;55.668700;12.554305;55.668700;12.554305
Customer;845827;WBY1Z21070V308174;I3;No;9339042018;Private;01.06.2016 07:49:33;01.06.2016 08:16:20;11.62;9;1;7;100;94;55.699130;12.586316;55.705076;12.498193
Customer;1059701;WBY1Z21060V308053;I3;No;9339042105;Private;01.06.2016 07:45:51;01.06.2016 08:02:17;8.39;5;1;9;100;97;55.678487;12.552282;55.685906;12.489609
Customer;1064084;WBY1Z210X0V307990;I3;No;9339042123;Private;01.06.2016 07:46:22;01.06.2016 07:54:22;4.52;2;1;8;78;77;55.700395;12.584771;55.698856;12.566118
Non_Customer;847971;WBY1Z21080V307874;I3;No;9339042169;Private;01.06.2016 07:47:52;01.06.2016 07:56:56;0.00;2;1;3;100;100;55.676148;12.560352;55.685181;12.548601
Customer;1036040;WBY1Z210X0V308007;I3;No;9339042488;Private;01.06.2016 07:57:34;01.06.2016 08:03:12;2.58;1;1;2;100;100;55.702828;12.545495;55.705201;12.561224
Customer;791845;WBY1Z21030V308060;I3;No;9339042580;Private;01.06.2016 08:00:31;01.06.2016 08:24:19;10.33;6;1;14;69;64;55.704807;12.580620;55.662081;12.562471
Customer;1065560;WBY1Z21060V307775;I3;No;9339042660;Private;01.06.2016 07:54:58;01.06.2016 08:17:18;9.90;4;1;3;50;47;55.698207;12.567111;55.697000;12.594319
Customer;803465;WBY1Z21010V307909;I3;No;9339042823;Private;01.06.2016 07:59:37;01.06.2016 08:21:43;10.97;9;1;6;55;49;55.664570;12.614938;55.652206;12.536037
Non_Customer;793639;WBY1Z21040V307855;I3;No;9339042860;Private;01.06.2016 08:00:39;01.06.2016 08:19:53;0.00;6;1;650;15;99;55.685184;12.548565;55.703392;12.568551
Customer;846503;WBY1Z21040V308102;I3;No;9339042874;Private;01.06.2016 08:01:14;01.06.2016 08:17:00;6.88;4;1;12;54;51;55.682441;12.582006;55.666631;12.558740
Customer;827549;WBY1Z21030V308057;I3;No;9339043060;Private;01.06.2016 08:06:46;01.06.2016 08:13:51;3.44;2;1;5;60;58;55.649937;12.494264;55.661589;12.499054
Customer;834828;WBY1Z21020V308051;I3;No;9339043238;Private;01.06.2016 08:11:14;01.06.2016 08:15:45;2.15;0;1;1;28;28;55.691805;12.563170;55.694520;12.569979
Customer;997115;WBY1Z21000V308243;I3;No;9339043354;Private;01.06.2016 08:04:17;01.06.2016 08:27:50;10.33;0;1;2;42;40;55.660578;12.605538;55.660578;12.605538
Customer;875753;WBY1Z21010V307859;I3;No;9339043610;Private;01.06.2016 08:13:49;01.06.2016 08:33:10;8.60;7;1;5;69;63;55.699358;12.600287;55.706107;12.527282
Customer;892019;WBY1Z21000V308050;I3;No;9339043683;Private;01.06.2016 08:16:14;01.06.2016 08:50:42;16.13;12;1;0;92;83;55.707565;12.550846;55.637315;12.633496
Customer;1048580;WBY1Z21040V308018;I3;No;9339043693;Private;01.06.2016 08:16:24;01.06.2016 08:44:34;12.48;7;1;12;72;66;55.705956;12.530677;55.667361;12.582098
Non_Customer;847971;WBY1Z21070V308255;I3;No;9339043742;Private;01.06.2016 08:17:35;01.06.2016 08:35:28;0.00;1;1;1;100;100;55.703411;12.568516;55.704481;12.562417
Customer;843274;WBY1Z21030V308267; ;No;9339043761;Private;01.06.2016 08:18:17;01.06.2016 08:25:38;3.44;4;1;2;85;83;55.665488;12.552806;55.657894;12.507811
Customer;811834;WBY1Z21020V308003;I3;No;9339043807;Private;01.06.2016 08:20:22;01.06.2016 08:40:53;9.03;2;1;3;36;33;55.682042;12.529875;55.681834;12.529434
Customer;852285;WBY1Z21030V308270;I3;No;9339044050;Private;01.06.2016 08:14:57;01.06.2016 08:27:44;5.59;3;1;7;100;99;55.671069;12.564861;55.670701;12.582144
Customer;887374;WBY1Z21090V307995;I3;No;9339044344;Private;01.06.2016 08:02:53;01.06.2016 08:05:53;0.40;0;1;3;0;0;55.695298;12.534815;55.695298;12.534815
Customer;857177;WBY1Z21060V307839;I3;No;9339044590;Private;01.06.2016 08:26:08;01.06.2016 08:33:59;3.44;3;1;1;51;49;55.653947;12.589957;55.668451;12.602388
Customer;1056125;WBY1Z21020V307899;I3;No;9339044626;Private;01.06.2016 08:27:19;01.06.2016 08:34:54;3.44;1;1;11;38;37;55.705615;12.583303;55.709269;12.581297
Customer;1040301;WBY1Z21000V308002;I3;No;9339044782;Private;01.06.2016 08:24:50;01.06.2016 08:50:09;11.19;3;1;1;42;39;55.691879;12.556666;55.668900;12.554230
Customer;795416;WBY1Z21050V308190;I3;No;9339044854;Private;01.06.2016 08:26:46;01.06.2016 08:48:51;9.90;6;1;14;41;36;55.672606;12.486237;55.673947;12.552611
Customer;887374;WBY1Z21090V307995;I3;No;9339045001;Private;01.06.2016 08:31:31;01.06.2016 09:03:15;13.77;9;1;4;89;82;55.695298;12.534815;55.650473;12.555548
Customer;1056125;WBY1Z21030V307846;I3;No;9339045171;Private;01.06.2016 08:36:32;01.06.2016 09:41:31;22.32;30;1;1;22;99;55.709270;12.581631;55.694768;12.552280
Customer;830253;WBY1Z21080V307860;I3;No;9339045209;Private;01.06.2016 08:37:35;01.06.2016 08:50:02;5.59;3;1;11;48;46;55.699629;12.550374;55.707057;12.575926
Customer;1006203;WBY1Z21020V307837;I3;No;9339045270;Private;01.06.2016 08:39:21;01.06.2016 09:20:36;18.07;13;1;1;100;92;55.702880;12.545587;55.629606;12.580991
Customer;795021;WBY1Z21030V308009;I3;No;9339045276;Private;01.06.2016 08:39:32;01.06.2016 09:18:17;0.54;10;1;5;100;94;55.664237;12.539788;55.629884;12.600553
Customer;1091023;WBY1Z21020V307899;I3;No;9339045346;Private;01.06.2016 08:41:33;01.06.2016 08:53:09;7.85;3;1;1;37;31;55.709269;12.581297;55.722276;12.607591
Customer;871450;WBY1Z21060V308134;I3;No;9339045371;Private;01.06.2016 08:33:30;01.06.2016 08:54:48;9.46;6;1;4;53;49;55.676272;12.535148;55.724700;12.574374
Customer;1000363;WBY1Z21020V308065;I3;No;9339045441;Private;01.06.2016 08:35:12;01.06.2016 08:50:51;6.88;6;1;6;85;82;55.711467;12.500919;55.678758;12.530565
Customer;1052578;WBY1Z21000V307917;I3;No;9339045521;Private;01.06.2016 08:37:02;01.06.2016 09:00:38;10.33;7;1;6;55;50;55.657250;12.538721;55.707868;12.558751
Customer;1066229;WBY1Z21010V308039;I3;No;9339045644;Private;01.06.2016 08:41:07;01.06.2016 08:57:42;10.00;5;1;1;74;70;55.697420;12.580930;55.714808;12.615860
Customer;830815;WBY1Z21040V308262;I3;No;9339045662;Private;01.06.2016 08:41:42;01.06.2016 09:11:32;12.91;5;1;3;50;45;55.670250;12.586200;55.671142;12.619767
Customer;830133;WBY1Z21010V308008;I3;No;9339045664;Private;01.06.2016 08:41:41;01.06.2016 09:16:04;6.45;9;1;7;83;75;55.713999;12.520595;55.668480;12.606891
Customer;1059111;WBY1Z21090V308001;I3;No;9339045689;Private;01.06.2016 08:42:31;01.06.2016 09:04:48;9.90;8;1;4;66;59;55.658668;12.606302;55.668214;12.511728
Non_Customer;793639;WBY1Z21070V307851;I3;No;9339046030;Private;01.06.2016 08:43:37;01.06.2016 08:53:21;0.00;2;1;934;15;98;55.705024;12.562477;55.708179;12.575180
Customer;812648;WBY1Z210X0V307939;I3;No;9339046120;Private;01.06.2016 08:47:00;01.06.2016 09:02:20;6.88;4;1;13;64;61;55.702942;12.545696;55.697586;12.587462
Non_Customer;803953;WBY1Z21090V308077;I3;No;9339046224;Private;01.06.2016 08:50:46;01.06.2016 09:10:46;0.00;0;1;109;84;83;55.678568;12.501059;55.678568;12.501052
Customer;1085460;WBY1Z21000V308226;I3;No;9339046262;Private;01.06.2016 08:49:20;01.06.2016 09:03:41;6.45;4;1;12;92;88;55.668700;12.554305;55.680949;12.512887
Customer;850599;WBY1Z21010V308025;I3;No;9339046313;Private;01.06.2016 08:50:46;01.06.2016 09:04:39;8.71;5;1;1;45;41;55.692164;12.561004;55.727310;12.576933
Customer;806969;WBY1Z21030V307992;I3;No;9339046320;Private;01.06.2016 08:51:02;01.06.2016 08:58:35;3.44;2;1;13;73;71;55.669587;12.515817;55.681300;12.523087
Customer;1022563;WBY1Z21050V307833;I3;No;9339046490;Private;01.06.2016 08:57:16;01.06.2016 09:04:51;3.44;4;1;7;53;50;55.665718;12.579207;55.638340;12.576540
Customer;850759;WBY1Z21080V308054;I3;No;9339046494;Private;01.06.2016 08:57:16;01.06.2016 10:12:36;26.40;13;1;7;50;41;55.660010;12.493310;55.667471;12.519064
Customer;810528;WBY1Z21030V308043;I3;No;9339046506;Private;01.06.2016 08:57:26;01.06.2016 09:16:27;8.60;6;1;10;51;46;55.669814;12.570243;55.708685;12.558811
Customer;829362;WBY1Z210X0V307908;I3;No;9339046554;Private;01.06.2016 08:51:47;01.06.2016 09:07:16;6.88;4;1;14;29;26;55.704465;12.551166;55.683728;12.581614
Customer;827016;WBY1Z21070V307879;I3;No;9339046562;Private;01.06.2016 08:52:14;01.06.2016 09:17:21;10.38;7;1;11;40;34;55.655680;12.484431;55.671396;12.561556
Customer;802709;WBY1Z21040V308097;I3;No;9339046592;Private;01.06.2016 08:52:47;01.06.2016 09:12:19;8.60;3;1;9;35;32;55.678602;12.546764;55.665624;12.579436
Non_Customer;835491;WBY1Z21000V307965;I3;No;9339046743;Private;01.06.2016 08:56:35;01.06.2016 09:27:53;0.00;8;1;102;98;92;55.656078;12.611938;55.656083;12.611963
Customer;823177;WBY1Z21010V307814;I3;No;9339046962;Private;01.06.2016 09:02:17;01.06.2016 09:10:43;3.44;3;1;1;100;98;55.711413;12.565504;55.703772;12.586828
Customer;857201;WBY1Z21030V307944;I3;No;9339047026;Private;01.06.2016 09:05:22;01.06.2016 09:35:17;16.67;11;1;8;54;46;55.646929;12.549611;55.716311;12.598801
Non_Customer;835491;WBY1Z21030V308219;I3;No;9339047041;Private;01.06.2016 09:05:36;01.06.2016 09:30:00;0.00;4;1;109;97;95;55.702217;12.482491;55.701031;12.479843
Customer;849476;WBY1Z21060V307968;I3;No;9339047043;Private;01.06.2016 09:05:53;01.06.2016 11:14:08;41.68;28;1;14;71;51;55.672052;12.537437;55.680931;12.582276
Customer;846180;WBY1Z21040V307869;I3;No;9339047046;Private;01.06.2016 09:05:51;01.06.2016 09:31:53;7.15;8;1;6;60;54;55.685596;12.507264;55.685608;12.507257
Customer;803535;WBY1Z21010V307845;I3;No;9339047152;Private;01.06.2016 08:59:11;01.06.2016 09:04:46;2.58;2;1;1;71;70;55.658204;12.615599;55.668890;12.610803
Non_Customer;793639;WBY1Z21050V308254;I3;No;9339047168;Private;01.06.2016 08:59:24;01.06.2016 09:16:14;0.00;5;1;941;8;96;55.710101;12.577081;55.673130;12.592903
Customer;455121;WBY1Z21030V308270;I3;No;9339047329;Private;01.06.2016 08:45:52;01.06.2016 09:24:44;9.57;7;1;19;99;94;55.670701;12.582144;55.668761;12.512679
Customer;1064739;WBY1Z21070V308031;I3;No;9339047344;Private;01.06.2016 09:04:50;01.06.2016 09:15:09;2.58;4;1;16;78;77;55.669079;12.530641;55.656098;12.500771
Customer;809608;WBY1Z21060V307999;I3;No;9339047538;Private;01.06.2016 09:11:03;01.06.2016 09:15:50;2.15;2;1;0;86;84;55.621665;12.606673;55.631240;12.603049
Customer;830170;WBY1Z21020V308163;I3;No;9339047544;Private;01.06.2016 09:11:14;01.06.2016 09:41:30;13.34;13;1;12;35;26;55.654495;12.540048;55.682156;12.607036
Customer;1054024;WBY1Z21050V308139;I3;No;9339047917;Private;01.06.2016 09:13:29;01.06.2016 09:49:29;15.49;6;1;1;81;76;55.680567;12.568275;55.680519;12.568214
Customer;1006542;WBY1Z21030V307801;I3;No;9339048148;Private;01.06.2016 09:19:55;01.06.2016 09:32:32;5.59;6;1;1;51;46;55.667400;12.600316;55.650434;12.549020
Customer;2002027;WBY1Z21020V308096;I3;No;9339048268;Private;01.06.2016 09:23:32;01.06.2016 09:50:10;12.69;32;1;9;75;50;55.783003;12.515357;55.650593;12.548588
Customer;1086252;WBY1Z21040V308259;I3;No;9339048292;Private;01.06.2016 09:24:25;01.06.2016 09:56:24;13.77;9;1;8;97;91;55.697385;12.539317;55.723130;12.572645
Customer;796920;WBY1Z21070V308076;I3;No;9339048396;Private;01.06.2016 09:20:07;01.06.2016 09:32:58;0.00;8;1;3;16;99;55.675294;12.615121;55.665033;12.599901
Customer;823177;WBY1Z21010V307814;I3;No;9339048468;Private;01.06.2016 09:22:24;01.06.2016 09:32:51;4.73;5;1;1;98;93;55.703772;12.586828;55.731461;12.568630
Non_Customer;809751;WBY1Z21020V308244;I3;No;9339048487;Private;01.06.2016 09:23:01;01.06.2016 11:52:05;0.00;48;1;1;63;99;55.676096;12.559051;55.786524;12.521843
Customer;814375;WBY1Z21010V307750;I3;No;9339048619;Private;01.06.2016 09:27:56;01.06.2016 09:35:33;3.44;3;1;1;97;95;55.666913;12.518969;55.688624;12.532705
Non_Customer;793639;WBY1Z21030V307975;I3;No;9339048849;Private;01.06.2016 09:29:48;01.06.2016 09:41:50;0.00;4;1;1285;15;97;55.676114;12.593295;55.645899;12.604635
Non_Customer;835491;WBY1Z21020V308048;I3;No;9339048909;Private;01.06.2016 09:31:39;01.06.2016 10:03:05;0.00;8;1;135;81;75;55.700954;12.479864;55.705183;12.498153
Customer;1038024;WBY1Z21000V308081;I3;No;9339048997;Private;01.06.2016 09:32:22;01.06.2016 09:45:29;6.02;4;1;13;39;35;55.694778;12.552326;55.678796;12.587108
Non_Customer;835491;WBY1Z21050V308173;I3;No;9339049075;Private;01.06.2016 09:35:07;01.06.2016 10:04:59;0.00;5;1;141;80;76;55.646125;12.619759;55.646130;12.619756
Customer;792818;WBY1Z21010V308137;I3;No;9339049233;Private;01.06.2016 09:41:01;01.06.2016 09:55:03;6.45;7;1;11;67;61;55.729363;12.568511;55.692176;12.561005
Customer;821030;WBY1Z21040V307998;I3;No;9339049237;Private;01.06.2016 09:41:08;01.06.2016 09:56:45;6.88;4;1;6;80;77;55.698340;12.537349;55.679163;12.573181
